,j,R,RV
2020-03-13,-12.633936017233873,66.42804764973008,56963.18550819692
2020-03-12,-12.633936017233873,36.00115524715614,49295.60862274829
2020-03-11,-12.633936017233873,13.811755292025362,43703.87983405533
2020-03-10,-12.633936017233873,22.516399110021183,45897.45007619028
2020-03-09,-12.633936017233873,19.783014411798458,45208.63713223815
2020-03-08,-12.633936017233873,1.0742912906435311,40494.038905707115
2020-03-06,-12.633936017233873,6.204737342045939,41786.91131066052
2020-03-05,-12.633936017233873,3.344234243395925,41066.064529800715
2020-03-04,-12.633936017233873,4.9930596700818,41481.56853732556
2020-03-03,-12.633936017233873,12.582607922811421,43394.134697013425
2020-03-02,-12.633936017233873,10.15708683877608,42782.903383836514
2020-03-01,-12.633936017233873,0.8762590510192644,40444.1347813218
2020-02-28,-12.633936017233873,12.863260825704788,43464.859228542555
2020-02-27,-12.633936017233873,6.667897679661302,41903.627715739596
2020-02-26,-12.633936017233873,5.875023119206647,41703.823326505015
2020-02-25,-12.633936017233873,4.1054639493239105,41257.894415694565
2020-02-24,-12.633936017233873,3.0095853105262083,40981.73299871755
2020-02-23,-12.633936017233873,0.4829244256327401,40345.0144557244
2020-02-21,-12.633936017233873,1.364410695973539,40567.14899585027
2020-02-20,-12.633936017233873,1.7018634021685985,40652.18707781143
2020-02-19,-12.633936017233873,0.7429695340535468,40410.545823046436
2020-02-18,-12.633936017233873,0.9025692023774229,40450.764939464054
2020-02-17,-12.633936017233873,0.7270930988927761,40406.544961385924
2020-02-16,-12.633936017233873,0.06331149457710052,40239.271997098374
2020-02-14,-12.633936017233873,0.5085118810926326,40351.46249450029
2020-02-13,-12.633936017233873,0.8299908515989709,40432.475195067884
2020-02-12,-12.633936017233873,0.7856203324633333,40421.2938242457
2020-02-11,-12.633936017233873,0.5750310139502227,40368.2253159804
2020-02-10,-12.633936017233873,0.7771956083741584,40419.170793775236
2020-02-09,-12.633936017233873,0.14808274922153208,40260.634353268775
2020-02-07,-12.633936017233873,0.9723147184031209,40468.34080950253
2020-02-06,-12.633936017233873,1.006778276930674,40477.025626251474
2020-02-05,-12.633936017233873,1.3140292088275256,40554.45286108948
2020-02-04,-12.633936017233873,0.8601627687908737,40440.078518200244
2020-02-03,-12.633936017233873,1.573857296946565,40619.929539295474
2020-02-02,-12.633936017233873,0.1351874687204869,40257.38474258251
2020-01-30,-12.633936017233873,1.859005645368342,40691.78692309777
2020-01-29,-12.633936017233873,0.6227896484762016,40380.26049188095
2020-01-28,-12.633936017233873,0.9949127065852245,40474.03550252441
2020-01-27,-12.633936017233873,1.2160910569538423,40529.77244681731
2020-01-26,-12.633936017233873,0.23260053469284994,40281.932835207546
2020-01-24,-12.633936017233873,0.6248795441400139,40380.78714558823
2020-01-23,-12.633936017233873,0.6552181472283833,40388.4324735665
2020-01-22,-12.633936017233873,0.44320505140062144,40335.0051734179
2020-01-21,-12.633936017233873,0.616087299730866,40378.571499997124
2020-01-20,-12.633936017233873,0.12145968160038637,40253.92534022824
2020-01-19,-12.633936017233873,0.022932710883157396,40229.0965436075
2020-01-17,-12.633936017233873,0.2302149658938956,40281.331671870204
2020-01-16,-12.633936017233873,0.385847076955525,40320.550963857735
2020-01-15,-12.633936017233873,0.47498988948663007,40343.01495261557
2020-01-14,-12.633936017233873,0.6742202139679173,40393.22099438486
2020-01-13,-12.633936017233873,0.40095987933007726,40324.359390056125
2020-01-12,-12.633936017233873,0.025455912820207493,40229.732390495636
2020-01-10,-12.633936017233873,0.4873101648483279,40346.11966200673
2020-01-09,-12.633936017233873,0.5261368673167519,40355.90399102876
2020-01-08,-12.633936017233873,2.2595807988688157,40792.73186177989
2020-01-07,-12.633936017233873,1.1984452395268397,40525.325700825706
2020-01-06,-12.633936017233873,0.7698817909766004,40417.32771179105
2020-01-05,-12.633936017233873,0.16525998550630258,40264.96301681254
2020-01-03,-12.633936017233873,1.354667201313719,40564.693635196
2020-01-02,-12.633936017233873,0.7287380137510977,40406.95947993022
