,j,R,RV
2020-01-29,-14.293670193239052,2.1466300945422727,52026.82069728346
2020-01-28,-14.293670193239052,4.369051087948746,52586.87078762189
2020-01-27,-14.293670193239052,7.724361772968556,53432.409080246885
2020-01-24,-14.293670193239052,1.1104652524818572,51765.70715708423
2020-01-23,-14.293670193239052,2.8268456897633616,52198.235027279174
2020-01-22,-14.293670193239052,1.4711291621990366,51856.59446233297
2020-01-21,-14.293670193239052,1.0584923752398359,51752.60999201925
2020-01-20,-14.293670193239052,0.5910272915323567,51634.808790924966
2020-01-17,-14.293670193239052,0.5790961833479596,51631.802151662494
2020-01-16,-14.293670193239052,0.5497119724316755,51624.397330511594
2020-01-15,-14.293670193239052,0.5674166012085886,51628.85889696337
2020-01-14,-14.293670193239052,0.6306487732858123,51644.79340432683
2020-01-13,-14.293670193239052,0.5480118957447053,51623.96891118648
2020-01-10,-14.293670193239052,0.4754426816354044,51605.68146923093
2020-01-09,-14.293670193239052,0.5471064648309667,51623.74074259621
2020-01-08,-14.293670193239052,0.9546481724901822,51726.441252926335
2020-01-07,-14.293670193239052,0.8149772541876813,51691.24418151411
2020-01-06,-14.293670193239052,1.0965677913163316,51762.20499687052
2020-01-03,-14.293670193239052,0.8208413162837547,51692.72192516231
